Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
BORA	13q21.33	8.54	8.36	0.88	0.74	0.18	0.0958	0.417	(A) Asian
MBOAT2	2p25.1	8.34	8.58	1.15	1.20	-0.24	0.0958	0.417	(B) White
SLC4A10	2q24.2	1.84	1.57	1.32	1.28	0.27	0.0959	0.417	(A) Asian
DLX1	2q31.1	1.83	1.48	1.77	1.42	0.35	0.0959	0.417	(A) Asian
VMA21	Xq28	10.23	10.11	0.57	0.54	0.12	0.0959	0.417	(A) Asian
TRAF7	16p13.3	11.08	11.19	0.48	0.53	-0.10	0.0959	0.417	(B) White
ATP6V0E2-AS1	7q36.1	3.41	3.66	1.26	1.06	-0.25	0.0959	0.417	(B) White
PIK3CG	7q22.3	6.29	6.65	1.75	1.50	-0.35	0.0961	0.418	(B) White
COL26A1	7q22.1	1.55	1.89	1.61	1.78	-0.34	0.0962	0.418	(B) White
FAM161B	14q24.3	5.23	5.45	1.04	1.00	-0.21	0.0962	0.418	(B) White
SLC7A5P2	16p12.2	2.88	2.66	1.01	1.10	0.22	0.0962	0.418	(A) Asian
SPON1	11p15.2	9.01	9.45	2.20	1.91	-0.44	0.0962	0.418	(B) White
FBLL1	5q34	2.39	2.05	1.69	1.39	0.34	0.0963	0.418	(A) Asian
CAPN11	6p21.1	2.23	2.48	1.14	1.32	-0.25	0.0964	0.418	(B) White
SLC39A13	11p11.2	9.35	9.48	0.65	0.51	-0.13	0.0964	0.418	(B) White
ELOF1	19p13.2	9.44	9.32	0.62	0.55	0.13	0.0964	0.418	(A) Asian
QPCTL	19q13.32	8.02	7.87	0.72	0.66	0.15	0.0964	0.418	(A) Asian
CYB5R1	1q32.1	9.34	9.47	0.59	0.62	-0.12	0.0964	0.418	(B) White
DDX39A	19p13.12	10.57	10.42	0.73	0.68	0.15	0.0965	0.418	(A) Asian
LAP3	4p15.32	11.38	11.53	0.66	0.77	-0.14	0.0965	0.418	(B) White
RESF1	12p11.21	10.68	10.83	0.67	0.77	-0.14	0.0965	0.418	(B) White
SLC22A16	6q21|6q21-q22.1	1.55	1.29	1.27	1.12	0.26	0.0966	0.418	(A) Asian
MTG2	20q13.33	9.03	8.90	0.58	0.68	0.13	0.0966	0.418	(A) Asian
COG5	7q22.3	9.77	9.86	0.40	0.42	-0.08	0.0967	0.418	(B) White
CYP4F29P	21q11.2	1.20	1.50	1.32	1.70	-0.30	0.0967	0.418	(B) White
SIRPA	20p13	9.82	10.03	1.06	0.91	-0.21	0.0968	0.419	(B) White
DOCK2	5q35.1	8.24	8.58	1.67	1.41	-0.33	0.0968	0.419	(B) White
AKR1E2	10p15.1	4.45	4.05	1.96	1.82	0.40	0.0969	0.419	(A) Asian
SFT2D2	1q24.2	6.43	6.58	0.72	0.69	-0.15	0.0969	0.419	(B) White
POP5	12q24.31	8.80	8.68	0.58	0.59	0.12	0.0970	0.419	(A) Asian
CDC42EP1	22q13.1	11.32	11.53	0.99	0.98	-0.21	0.0973	0.420	(B) White
ZNF283	19q13.31	6.16	5.97	0.94	0.67	0.18	0.0973	0.420	(A) Asian
LINC00691	3p24.2	1.08	0.84	1.19	1.04	0.24	0.0973	0.420	(A) Asian
DTX2P1-UPK3BP1-PMS2P11	7q11.23	6.06	5.90	0.71	0.95	0.16	0.0973	0.420	(A) Asian
ABCC9	12p12.1	7.82	8.21	1.90	1.74	-0.39	0.0974	0.420	(B) White
ZBED2	3q13.13	2.55	2.89	1.64	1.62	-0.34	0.0975	0.421	(B) White
NPIPB3	16p12.2	9.27	9.47	0.97	1.08	-0.21	0.0975	0.421	(B) White
RUVBL1	3q21.3	10.11	9.99	0.59	0.56	0.12	0.0976	0.421	(A) Asian
CACNA2D2	3p21.31	4.48	4.84	1.70	1.68	-0.35	0.0976	0.421	(B) White
ZYG11B	1p32.3	9.78	9.67	0.50	0.54	0.11	0.0976	0.421	(A) Asian
EIF1AX	Xp22.12	11.09	10.96	0.61	0.62	0.13	0.0977	0.421	(A) Asian
ERAP1	5q15	11.12	10.97	0.74	0.75	0.15	0.0978	0.421	(A) Asian
YAE1	7p14.1	8.03	7.89	0.68	0.60	0.14	0.0978	0.421	(A) Asian
NCR3	6p21.33	2.27	2.59	1.53	1.51	-0.32	0.0979	0.421	(B) White
NWD2	4p14	2.36	2.70	1.58	1.79	-0.34	0.0979	0.421	(B) White
HAUS6	9p22.1	9.14	9.00	0.66	0.65	0.14	0.0979	0.421	(A) Asian
FOXO1	13q14.11	9.25	9.44	0.95	0.83	-0.19	0.0979	0.421	(B) White
CRIP1	14q32.33	11.30	11.02	1.35	1.32	0.28	0.0979	0.421	(A) Asian
TSACC	1q22	2.23	1.98	1.22	1.23	0.25	0.0980	0.422	(A) Asian
TADA2B	4p16.1	9.33	9.40	0.36	0.43	-0.08	0.0981	0.422	(B) White
PRSS27	16p13.3	3.42	3.71	1.20	1.78	-0.28	0.0981	0.422	(B) White
TRIM23	5q12.3	7.58	7.72	0.66	0.57	-0.13	0.0982	0.422	(B) White
ESCO2	8p21.1	8.18	7.97	0.98	1.10	0.21	0.0982	0.422	(A) Asian
AMY1A	1p21.1	0.66	0.49	0.81	0.79	0.17	0.0982	0.422	(A) Asian
CAPN14	2p23.1	1.86	2.21	1.45	2.20	-0.34	0.0983	0.422	(B) White
C5AR1	19q13.32	7.68	7.94	1.25	1.24	-0.26	0.0983	0.422	(B) White
NMRAL1	16p13.3	9.34	9.22	0.58	0.58	0.12	0.0984	0.422	(A) Asian
SCARF2	22q11.21	7.28	7.56	1.41	1.28	-0.29	0.0985	0.423	(B) White
AP1AR	4q25	9.33	9.22	0.52	0.53	0.11	0.0986	0.423	(A) Asian
SEMA4B	15q26.1	10.99	11.17	0.86	0.96	-0.18	0.0986	0.423	(B) White
FOXK1	7p22.1	10.93	10.78	0.66	0.73	0.14	0.0986	0.423	(A) Asian
FBXL19	16p11.2	9.07	8.95	0.53	0.68	0.12	0.0986	0.423	(A) Asian
FYCO1	3p21.31	10.14	10.32	0.87	0.89	-0.18	0.0986	0.423	(B) White
SPATA5	4q28.1	8.33	8.19	0.70	0.68	0.14	0.0986	0.423	(A) Asian
HEBP2	6q24.1	10.65	10.52	0.66	0.63	0.14	0.0987	0.423	(A) Asian
CBS	21q22.3	6.32	6.72	2.03	1.73	-0.41	0.0988	0.423	(B) White
FAXDC2	5q33.2	7.16	7.51	1.69	1.61	-0.35	0.0988	0.423	(B) White
GLI1	12q13.3	5.58	5.94	1.78	1.58	-0.36	0.0988	0.423	(B) White
LNPEP	5q15	7.78	7.97	0.91	0.95	-0.19	0.0988	0.423	(B) White
GGH	8q12.3	9.58	9.27	1.52	1.34	0.31	0.0988	0.423	(A) Asian
MDM1	12q15	8.04	7.91	0.60	0.71	0.13	0.0989	0.423	(A) Asian
DARS	2q21.3	10.97	10.89	0.41	0.46	0.09	0.0989	0.423	(A) Asian
ATXN1	6p22.3	9.43	9.62	0.94	0.75	-0.19	0.0990	0.423	(B) White
SMO	7q32.1	7.42	7.75	1.65	1.39	-0.33	0.0990	0.423	(B) White
ZNF552	19q13.43	7.64	7.51	0.64	0.67	0.13	0.0991	0.423	(A) Asian
PLAUR	19q13.31	10.22	10.43	1.01	1.14	-0.22	0.0991	0.423	(B) White
LYPD5	19q13.31	5.77	6.01	1.16	1.17	-0.24	0.0991	0.423	(B) White
C4BPA	1q32.2	4.17	4.74	2.74	2.87	-0.57	0.0991	0.423	(B) White
POLR2D	2q14.3	9.44	9.35	0.45	0.41	0.09	0.0992	0.424	(A) Asian
IPO8	12p11.21	10.44	10.55	0.53	0.51	-0.11	0.0995	0.424	(B) White
LIN7A	12q21.31	3.03	3.34	1.53	1.51	-0.31	0.0995	0.424	(B) White
CYP4F3	19p13.12	6.52	6.97	2.19	2.07	-0.45	0.0995	0.424	(B) White
C2ORF76	2q14.2	5.82	5.64	0.86	0.82	0.18	0.0995	0.424	(A) Asian
PPP4R3B	2p16.1	11.29	11.22	0.32	0.39	0.07	0.0996	0.424	(A) Asian
CDH15	16q24.3	1.44	1.71	1.32	1.41	-0.28	0.0997	0.424	(B) White
CCL14	17q12	7.06	7.53	2.28	2.14	-0.46	0.0997	0.424	(B) White
AARS	16q22.1	11.36	11.47	0.52	0.58	-0.11	0.0997	0.424	(B) White
CAPN2	1q41	12.30	12.45	0.75	0.66	-0.15	0.0997	0.424	(B) White
PLBD2	12q24.13	9.59	9.72	0.59	0.61	-0.12	0.0997	0.424	(B) White
ARFGEF3	6q23.3-q24.1	8.58	8.86	1.41	1.23	-0.28	0.0998	0.424	(B) White
TIPIN	15q22.31	7.24	7.10	0.72	0.64	0.14	0.0999	0.424	(A) Asian
CTC1	17p13.1	8.87	8.97	0.51	0.55	-0.11	0.0999	0.424	(B) White
NSUN5P1	7q11.23	6.94	6.76	0.84	0.95	0.18	0.0999	0.424	(A) Asian
MCUB	4q25	8.14	7.98	0.73	0.88	0.16	0.0999	0.424	(A) Asian
RPL37	5p13.1	13.95	13.78	0.81	0.79	0.17	0.0999	0.424	(A) Asian
SPG21	15q22.31	10.88	10.81	0.37	0.37	0.08	0.0999	0.424	(A) Asian
C19ORF44	19p13.11	6.69	6.80	0.51	0.54	-0.11	0.0999	0.424	(B) White
HEATR3	16q12.1	8.64	8.53	0.54	0.48	0.11	0.100	0.425	(A) Asian
TSG101	11p15.1	10.58	10.51	0.34	0.37	0.07	0.100	0.425	(A) Asian
PRPF31	19q13.42	10.31	10.21	0.49	0.44	0.10	0.100	0.425	(A) Asian
YJU2	19p13.3	8.31	8.21	0.49	0.54	0.10	0.100	0.425	(A) Asian
TMEM243	7q21.12	8.67	8.54	0.63	0.67	0.13	0.100	0.425	(A) Asian
NKAIN1	1p35.2	1.73	2.05	1.50	1.74	-0.32	0.100	0.426	(B) White
SNX6	14q13.1	10.50	10.42	0.38	0.39	0.08	0.100	0.426	(A) Asian
MRGBP	20q13.33	9.16	9.01	0.73	0.74	0.15	0.101	0.426	(A) Asian
CCDC74B	2q21.1	4.46	4.16	1.49	1.37	0.30	0.101	0.427	(A) Asian
TTC13	1q42.2	9.01	8.88	0.63	0.58	0.13	0.101	0.427	(A) Asian
NAPA	19q13.32-q13.33	10.96	11.06	0.48	0.49	-0.10	0.101	0.427	(B) White
PLAC8L1	5q32	1.78	1.57	1.04	0.93	0.21	0.101	0.427	(A) Asian
DCAKD	17q21.31	8.70	8.81	0.49	0.51	-0.10	0.101	0.427	(B) White
SMCR8	17p11.2	9.79	9.91	0.57	0.62	-0.12	0.101	0.427	(B) White
RTCA	1p21.2	9.56	9.48	0.36	0.39	0.07	0.101	0.427	(A) Asian
HIST1H2BI	6p22.2	0.22	0.13	0.46	0.34	0.09	0.101	0.427	(A) Asian
TMEM14C	6p24.2	10.76	10.66	0.46	0.53	0.10	0.101	0.427	(A) Asian
CDIPT	16p11.2	10.43	10.53	0.48	0.52	-0.10	0.101	0.427	(B) White
BTBD9	6p21.2	8.64	8.74	0.48	0.54	-0.10	0.101	0.428	(B) White
GOLGA2P10	15q25.2	9.28	9.08	1.02	0.88	0.20	0.101	0.428	(A) Asian
VPS26C	21q22.13	9.58	9.66	0.41	0.45	-0.09	0.101	0.428	(B) White
S1PR4	19p13.3	5.46	5.74	1.36	1.26	-0.27	0.101	0.428	(B) White
ENPP1	6q23.2	7.50	7.76	1.34	1.15	-0.27	0.101	0.428	(B) White
RPS7	2p25.3	13.05	12.90	0.69	0.73	0.14	0.101	0.428	(A) Asian
ANKRD23	2q11.2	5.05	4.89	0.81	0.77	0.16	0.101	0.428	(A) Asian
RFC3	13q13.2	9.28	9.10	0.93	0.82	0.19	0.101	0.428	(A) Asian
PTAFR	1p35.3	7.06	7.33	1.33	1.21	-0.27	0.101	0.428	(B) White
HNRNPR	1p36.12	11.67	11.60	0.34	0.36	0.07	0.101	0.428	(A) Asian
C11ORF1	11q23.1	8.37	8.21	0.78	0.83	0.16	0.102	0.428	(A) Asian
SLC5A4	22q12.3	2.99	2.69	1.50	1.30	0.30	0.102	0.428	(A) Asian
DCLK1	13q13.3	5.55	6.00	2.26	1.98	-0.45	0.102	0.428	(B) White
DDX54	12q24.13	10.90	10.80	0.51	0.51	0.11	0.102	0.428	(A) Asian
GNAI2	3p21.31	12.04	12.17	0.68	0.54	-0.13	0.102	0.428	(B) White
FBXW8	12q24.22	8.53	8.44	0.47	0.47	0.10	0.102	0.428	(A) Asian
ZNF740	12q13.13	9.47	9.37	0.44	0.53	0.10	0.102	0.428	(A) Asian
FLVCR2	14q24.3	7.03	7.23	0.96	1.05	-0.20	0.102	0.428	(B) White
CFAP58	10q25.1	1.82	2.06	1.21	1.17	-0.25	0.102	0.428	(B) White
OLFML2A	9q33.3	9.00	9.20	1.02	0.95	-0.21	0.102	0.428	(B) White
GTF2A1	14q31.1	7.29	7.43	0.69	0.73	-0.14	0.102	0.428	(B) White
TUT1	11q12.3	8.80	8.71	0.43	0.48	0.09	0.102	0.428	(A) Asian
GUSBP11	22q11.23	8.16	8.00	0.78	0.89	0.17	0.102	0.428	(A) Asian
ANAPC4	4p15.2	8.90	8.81	0.41	0.44	0.09	0.102	0.429	(A) Asian
CENPF	1q41	11.01	10.79	1.05	1.10	0.22	0.102	0.429	(A) Asian
RPS10	6p21.31	12.77	12.64	0.63	0.61	0.13	0.102	0.429	(A) Asian
PARD3	10p11.22-p11.21	9.78	9.91	0.64	0.55	-0.13	0.102	0.429	(B) White
CA3	8q21.2	5.10	4.74	1.78	1.68	0.36	0.102	0.429	(A) Asian
NR2F6	19p13.11	9.82	9.96	0.69	0.63	-0.14	0.102	0.429	(B) White
ABCA17P	16p13.3	2.52	2.12	2.06	1.53	0.40	0.102	0.429	(A) Asian
SELENOW	19q13.33	11.61	11.46	0.75	0.76	0.15	0.102	0.429	(A) Asian
SYNJ2	6q25.3	9.74	9.63	0.49	0.63	0.11	0.102	0.429	(A) Asian
ZNF233	19q13.31	4.83	4.63	0.98	0.98	0.20	0.102	0.429	(A) Asian
ACADSB	10q26.13	8.99	9.15	0.74	0.76	-0.15	0.102	0.430	(B) White
DNAJC14	12q13.2	10.11	10.04	0.32	0.42	0.07	0.103	0.430	(A) Asian
RAB24	5q35.3	8.49	8.37	0.66	0.49	0.13	0.103	0.430	(A) Asian
PCDHGB4	5q31.3	3.23	3.52	1.38	1.58	-0.29	0.103	0.430	(B) White
SRSF4	1p35.3	11.11	11.04	0.36	0.34	0.07	0.103	0.430	(A) Asian
SLC26A4	7q22.3	2.84	3.09	1.24	1.17	-0.25	0.103	0.430	(B) White
PELP1	17p13.2	10.43	10.33	0.48	0.49	0.10	0.103	0.430	(A) Asian
ANO6	12q12	10.85	10.99	0.65	0.64	-0.13	0.103	0.430	(B) White
PICALM	11q14.2	11.95	12.03	0.39	0.41	-0.08	0.103	0.430	(B) White
GRIP1	12q14.3	4.39	4.73	1.68	1.56	-0.34	0.103	0.430	(B) White
SLIT3	5q34-q35.1	7.86	8.22	1.82	1.64	-0.36	0.103	0.430	(B) White
RTN2	19q13.32	6.91	7.11	1.03	0.93	-0.21	0.103	0.430	(B) White
RBM23	14q11.2	10.12	10.19	0.33	0.33	-0.07	0.103	0.430	(B) White
TP53INP1	8q22.1	9.41	9.60	0.97	0.82	-0.19	0.103	0.430	(B) White
B4GALNT3	12p13.33	8.93	9.22	1.45	1.30	-0.29	0.103	0.430	(B) White
THEM5	1q21.3	2.04	2.30	1.27	1.41	-0.27	0.103	0.430	(B) White
CEP72	5p15.33	7.38	7.16	1.11	1.06	0.22	0.103	0.430	(A) Asian
KLHL15	Xp22.11	8.17	8.30	0.65	0.66	-0.13	0.103	0.430	(B) White
SNTB2	16q22.1	10.03	9.92	0.57	0.54	0.12	0.103	0.431	(A) Asian
GLRX5	14q32.13	9.81	9.70	0.52	0.59	0.11	0.103	0.431	(A) Asian
OCM	7p22.1	0.83	0.66	0.87	0.69	0.17	0.103	0.431	(A) Asian
RPL23	17q12	13.78	13.66	0.60	0.68	0.13	0.103	0.431	(A) Asian
TMEM133	11q22.1	7.36	7.17	0.93	0.89	0.19	0.103	0.431	(A) Asian
FBXL7	5p15.1	7.24	7.51	1.32	1.17	-0.26	0.103	0.431	(B) White
OGG1	3p25.3	8.23	8.12	0.52	0.48	0.10	0.103	0.431	(A) Asian
TEDDM1	1q25.3	1.33	1.11	1.09	1.01	0.22	0.103	0.431	(A) Asian
TMEM203	9q34.3	9.61	9.53	0.38	0.42	0.08	0.104	0.431	(A) Asian
GLS	2q32.2	11.11	10.94	0.84	0.80	0.17	0.104	0.431	(A) Asian
TMPPE	3p22.3	6.00	6.16	0.73	0.84	-0.15	0.104	0.431	(B) White
PGR	11q22.1	4.84	5.21	1.81	1.72	-0.36	0.104	0.431	(B) White
COL16A1	1p35.2	9.49	9.76	1.41	1.24	-0.28	0.104	0.431	(B) White
CHRD	3q27.1	6.59	6.94	1.81	1.36	-0.35	0.104	0.431	(B) White
LCMT2	15q15.3	7.74	7.61	0.61	0.70	0.13	0.104	0.431	(A) Asian
CD36	7q21.11	7.51	7.83	1.59	1.49	-0.32	0.104	0.431	(B) White
DPY19L2P4	7q21.13	1.05	1.25	0.92	1.03	-0.19	0.104	0.431	(B) White
OIP5-AS1	15q15.1	9.38	9.28	0.46	0.52	0.10	0.104	0.431	(A) Asian
FAM183BP	7p14.1	1.03	0.84	0.95	0.93	0.19	0.104	0.431	(A) Asian
PCDHGB5	5q31.3	4.45	4.78	1.59	1.69	-0.33	0.104	0.431	(B) White
UAP1	1q23.3	10.18	10.28	0.50	0.53	-0.10	0.104	0.432	(B) White
NPHP3	3q22.1	8.04	8.20	0.82	0.80	-0.17	0.104	0.432	(B) White
PRSS1	7q34	4.57	5.22	3.08	3.54	-0.65	0.104	0.432	(B) White
NIF3L1	2q33.1	9.15	9.06	0.46	0.42	0.09	0.104	0.432	(A) Asian
ACP2	11p11.2|11p12-p11	9.99	10.08	0.47	0.48	-0.10	0.104	0.432	(B) White
KCNS2	8q22.2	1.69	1.96	1.27	1.46	-0.27	0.104	0.432	(B) White
CCNL2	1p36.33	10.80	10.65	0.68	0.79	0.14	0.104	0.432	(A) Asian
CGAS	6q13	7.79	7.60	0.94	0.88	0.19	0.104	0.432	(A) Asian
MAFF	22q13.1	9.23	9.39	0.76	0.77	-0.15	0.104	0.432	(B) White
SUMO4	6q25.1	0.93	0.80	0.62	0.62	0.13	0.104	0.432	(A) Asian
RPS23	5q14.2	13.76	13.64	0.56	0.66	0.12	0.104	0.432	(A) Asian
SMC1B	22q13.31	3.78	3.33	2.32	1.83	0.45	0.104	0.432	(A) Asian
UQCRC2	16p12.2	11.91	12.02	0.52	0.53	-0.11	0.104	0.432	(B) White
ZNF282	7q36.1	9.41	9.33	0.42	0.43	0.09	0.104	0.432	(A) Asian
SEMA4F	2p13.1	7.19	7.37	0.88	0.81	-0.18	0.104	0.432	(B) White
DCST2	1q21.3	2.85	2.59	1.19	1.36	0.25	0.104	0.432	(A) Asian
STRADA	17q23.3	8.58	8.68	0.52	0.45	-0.10	0.105	0.432	(B) White
KIAA1671	22q11.23	10.59	10.73	0.72	0.60	-0.14	0.105	0.432	(B) White
ARHGAP31	3q13.32-q13.33	8.68	8.88	1.02	0.98	-0.21	0.105	0.433	(B) White
PPP3CC	8p21.3	7.70	7.88	0.94	0.70	-0.18	0.105	0.433	(B) White
MAN1C1	1p36.11	7.35	7.63	1.42	1.23	-0.28	0.105	0.433	(B) White
PLSCR4	3q24	8.13	8.42	1.50	1.18	-0.29	0.105	0.433	(B) White
LOC541473	7q11.23	2.81	2.60	1.02	0.96	0.20	0.105	0.433	(A) Asian
DHRS4L2	14q11.2	8.19	7.98	0.96	1.26	0.21	0.105	0.433	(A) Asian
B3GNT9	16q22.1	7.87	8.04	0.78	0.82	-0.16	0.105	0.433	(B) White
HAS2-AS1	8q24.13	2.69	2.42	1.36	1.26	0.27	0.105	0.433	(A) Asian
RTN4IP1	6q21	8.04	7.86	0.93	0.72	0.18	0.105	0.433	(A) Asian
ZFPM2	8q23.1	5.64	6.00	1.84	1.58	-0.36	0.105	0.433	(B) White
BIN3-IT1	8p21.3	1.47	1.28	0.98	0.89	0.19	0.105	0.433	(A) Asian
KDM4D	11q21	4.26	4.11	0.74	0.77	0.15	0.105	0.433	(A) Asian
FLII	17p11.2	11.64	11.73	0.47	0.50	-0.10	0.105	0.433	(B) White
MAST4	5q12.3	8.21	8.41	1.00	0.96	-0.20	0.105	0.433	(B) White
FAM95B1	9p11.2	4.02	4.42	2.02	1.74	-0.40	0.105	0.433	(B) White
SIGLEC10	19q13.41	7.03	7.32	1.45	1.44	-0.29	0.105	0.433	(B) White
TFEB	6p21.1	8.42	8.59	0.88	0.72	-0.17	0.105	0.433	(B) White
CENPJ	13q12.12-q12.13	8.31	8.18	0.64	0.73	0.14	0.105	0.433	(A) Asian
KCNA2	1p13.3	1.11	1.38	1.22	1.50	-0.26	0.105	0.433	(B) White
MRAP2	6q14.2	5.75	6.17	2.12	1.96	-0.42	0.105	0.433	(B) White
RANBP10	16q22.1	9.13	9.21	0.38	0.44	-0.08	0.105	0.433	(B) White
CCS	11q13.2	9.07	8.97	0.49	0.51	0.10	0.105	0.433	(A) Asian
AKAP12	6q25.1	9.52	9.89	1.87	1.66	-0.37	0.105	0.433	(B) White
HSBP1	16q23.3	11.16	11.06	0.52	0.49	0.10	0.105	0.433	(A) Asian
TCTE3	6q27	5.72	5.54	0.85	0.91	0.18	0.105	0.433	(A) Asian
PLXDC1	17q12	8.22	8.41	0.95	0.88	-0.19	0.105	0.433	(B) White
ST3GAL3	1p34.1	6.42	6.63	1.05	0.91	-0.21	0.105	0.433	(B) White
DNAJA4	15q25.1	9.69	9.92	1.15	1.03	-0.23	0.106	0.433	(B) White
NINJ2	12p13.33	5.70	5.91	1.07	0.90	-0.21	0.106	0.433	(B) White
YTHDF1	20q13.33	10.85	10.75	0.46	0.51	0.10	0.106	0.433	(A) Asian
SPATA7	14q31.3	7.10	6.98	0.62	0.58	0.12	0.106	0.433	(A) Asian
GPR179	17q12	1.55	1.81	1.28	1.28	-0.26	0.106	0.433	(B) White
CHTF18	16p13.3	8.73	8.55	0.90	0.89	0.18	0.106	0.433	(A) Asian
IFI27	14q32.12	12.22	11.96	1.34	1.30	0.27	0.106	0.434	(A) Asian
B4GALT4	3q13.32	9.80	9.93	0.58	0.77	-0.13	0.106	0.434	(B) White
ITGA9	3p22.2	6.71	7.04	1.62	1.70	-0.33	0.106	0.434	(B) White
C7ORF57	7p12.3	1.79	1.49	1.55	1.30	0.30	0.106	0.434	(A) Asian
COX16	14q24.2	9.90	9.77	0.63	0.59	0.13	0.106	0.434	(A) Asian
SESN3	11q21	5.46	5.80	1.65	1.60	-0.33	0.106	0.434	(B) White
PHLDA1	12q21.2	10.75	10.97	1.11	1.05	-0.22	0.106	0.434	(B) White
CHEK2	22q12.1	8.25	8.10	0.77	0.80	0.16	0.106	0.434	(A) Asian
LY9	1q23.3	5.19	5.57	1.89	1.76	-0.38	0.106	0.434	(B) White
ANKRD10	13q34	11.08	10.94	0.73	0.66	0.14	0.106	0.435	(A) Asian
NCK2	2q12.2	10.37	10.47	0.49	0.58	-0.10	0.106	0.435	(B) White
ATP5MC2	12q13.13	12.33	12.20	0.65	0.62	0.13	0.106	0.435	(A) Asian
GCC1	7q32.1	9.23	9.32	0.45	0.41	-0.09	0.106	0.435	(B) White
SLC26A11	17q25.3	7.49	7.66	0.88	0.80	-0.17	0.106	0.435	(B) White
SCN3B	11q24.1	3.90	4.28	1.92	1.71	-0.38	0.107	0.435	(B) White
MTMR8	Xq11.2	3.09	3.43	1.74	1.50	-0.34	0.107	0.436	(B) White
UCK2	1q24.1	9.19	9.06	0.71	0.57	0.14	0.107	0.436	(A) Asian
TIMM21	18q22.3	8.44	8.33	0.58	0.61	0.12	0.107	0.436	(A) Asian
CAPZB	1p36.13	12.34	12.24	0.50	0.44	0.10	0.107	0.436	(A) Asian
MORN4	10q24.2	6.56	6.36	1.01	0.90	0.20	0.107	0.437	(A) Asian
PLPP6	9p24.1	8.42	8.28	0.70	0.58	0.14	0.107	0.437	(A) Asian
EBLN2	3p13	4.12	3.94	0.88	0.89	0.18	0.107	0.437	(A) Asian
NT5E	6q14.3	9.50	9.77	1.29	1.37	-0.26	0.107	0.437	(B) White
ITGB2	21q22.3	9.90	10.18	1.41	1.35	-0.28	0.107	0.437	(B) White
N4BP2L2-IT2	13q13.1	5.78	5.59	0.96	0.97	0.19	0.107	0.437	(A) Asian
ARRDC4	15q26.2	9.15	9.35	0.99	1.03	-0.20	0.107	0.437	(B) White
HASPIN	17p13.2	7.16	6.97	0.93	0.99	0.19	0.107	0.437	(A) Asian
SS18L1	20q13.33	9.12	8.99	0.62	0.72	0.13	0.107	0.437	(A) Asian
ITFG1	16q12.1	9.76	9.86	0.47	0.43	-0.09	0.107	0.437	(B) White
CCDC102B	18q22.1-q22.2	6.02	6.22	0.98	0.96	-0.20	0.107	0.437	(B) White
KCNT1	9q34.3	2.19	1.77	2.27	1.57	0.43	0.107	0.437	(A) Asian
MYLK4	6p25.2	4.19	4.40	1.03	1.10	-0.21	0.107	0.437	(B) White
UCP3	11q13.4	4.17	3.99	0.92	0.84	0.18	0.107	0.437	(A) Asian
ATP5MF	7q22.1	11.42	11.25	0.87	0.78	0.17	0.107	0.437	(A) Asian
RETREG2	2q35	10.90	10.97	0.36	0.40	-0.08	0.107	0.437	(B) White
ZBTB32	19q13.12	3.41	3.16	1.26	1.11	0.25	0.108	0.438	(A) Asian
ZNF264	19q13.43	9.80	9.63	0.81	0.83	0.16	0.108	0.438	(A) Asian
SLC25A51P4	11p15.1	1.20	0.99	1.06	0.89	0.21	0.108	0.438	(A) Asian
CDK8	13q12.13	8.04	8.17	0.63	0.70	-0.13	0.108	0.438	(B) White
EYA3	1p35.3	7.01	7.16	0.73	0.68	-0.15	0.108	0.438	(B) White
UHRF1BP1	6p21.31	9.18	9.28	0.52	0.57	-0.11	0.108	0.438	(B) White
CIB2	15q25.1	6.25	6.58	1.75	1.46	-0.34	0.108	0.438	(B) White
TNFRSF19	13q12.12	7.14	7.55	2.09	1.86	-0.41	0.108	0.438	(B) White
TCEAL9	Xq22.2	10.21	9.96	1.27	1.19	0.25	0.108	0.438	(A) Asian
TMEM251	14q32.12	8.38	8.29	0.41	0.48	0.09	0.108	0.438	(A) Asian
ACSL4	Xq23	10.95	10.82	0.61	0.75	0.13	0.108	0.438	(A) Asian
GTF3C4	9q34.13	8.62	8.77	0.78	0.65	-0.15	0.108	0.438	(B) White
ZNF704	8q21.13	6.23	6.58	1.83	1.58	-0.36	0.108	0.438	(B) White
SIGLEC1	20p13	7.96	8.28	1.56	1.62	-0.32	0.108	0.438	(B) White
TAL1	1p33	5.53	5.30	1.17	1.08	0.23	0.108	0.438	(A) Asian
UBE2Q1	1q21.3	10.71	10.62	0.41	0.40	0.08	0.108	0.438	(A) Asian
GTF2H2	5q13.2	6.61	6.80	0.92	1.07	-0.19	0.108	0.438	(B) White
S100A13	1q21.3	9.65	9.49	0.81	0.85	0.17	0.108	0.438	(A) Asian
GSTO1	10q25.1	11.01	10.89	0.56	0.60	0.11	0.108	0.438	(A) Asian
SMG1P1	16p12.2	5.44	5.70	1.30	1.33	-0.26	0.108	0.438	(B) White
CA11	19q13.33	6.15	6.38	1.13	1.05	-0.22	0.108	0.439	(B) White
TMX1	14q22.1	10.48	10.38	0.47	0.48	0.10	0.109	0.439	(A) Asian
ZNF17	19q13.43	7.03	6.92	0.51	0.53	0.10	0.109	0.439	(A) Asian
FOSB	19q13.32	8.92	9.33	1.99	2.05	-0.40	0.109	0.439	(B) White
