Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
SH3BP4	2q37.2	9.59	9.70	0.51	0.53	-0.11	0.168	0.737	(B) White
SERPINA1	14q32.13	14.83	14.45	1.73	2.26	0.38	0.168	0.737	(A) Asian
FUT8-AS1	14q23.3	4.45	4.64	0.91	0.67	-0.19	0.168	0.737	(B) White
NRGN	11q24.2	8.18	7.96	1.02	0.93	0.21	0.168	0.737	(A) Asian
TOB2	22q13.2	11.52	11.61	0.42	0.44	-0.09	0.168	0.737	(B) White
LLCFC1	7q34	0.10	0.16	0.27	0.30	-0.06	0.168	0.737	(B) White
KC6	-	0.43	0.67	1.06	1.45	-0.24	0.168	0.737	(B) White
IGF2BP3	7p15.3	4.34	4.58	1.02	1.62	-0.24	0.168	0.737	(B) White
CAMK2N2	3q27.1	4.98	4.71	1.27	1.33	0.27	0.168	0.737	(A) Asian
S1PR1	1p21.2	9.64	9.77	0.61	0.65	-0.13	0.168	0.737	(B) White
BMPR1A	10q23.2	9.53	9.61	0.41	0.47	-0.09	0.168	0.737	(B) White
LINC00652	20p11.23	0.70	0.86	0.69	0.98	-0.15	0.168	0.737	(B) White
PIP5KL1	9q34.11	5.80	5.55	1.16	1.25	0.25	0.168	0.737	(A) Asian
MSRB1	16p13.3	8.37	8.46	0.45	0.49	-0.10	0.168	0.737	(B) White
RAD9A	11q13.2	8.07	7.95	0.54	0.58	0.12	0.168	0.737	(A) Asian
DNAJC15	13q14.11	9.78	9.66	0.56	0.61	0.12	0.168	0.737	(A) Asian
RBM39	20q11.22	12.14	12.07	0.36	0.34	0.08	0.168	0.737	(A) Asian
TSPAN16	19p13.2	0.08	0.12	0.17	0.23	-0.04	0.169	0.737	(B) White
SNRNP35	12q24.31	9.14	9.03	0.50	0.51	0.11	0.169	0.737	(A) Asian
ABCA12	2q35	1.96	2.22	1.14	1.65	-0.26	0.169	0.737	(B) White
CACNA1G	17q21.33	2.89	3.25	1.69	1.77	-0.36	0.169	0.737	(B) White
MIER2	19p13.3	9.02	8.93	0.43	0.43	0.09	0.169	0.737	(A) Asian
SEMA4F	2p13.1	8.13	8.05	0.37	0.42	0.08	0.169	0.737	(A) Asian
CEACAM1	19q13.2	5.51	5.81	1.41	1.69	-0.31	0.169	0.737	(B) White
GPR61	1p13.3	3.36	3.69	1.59	1.47	-0.33	0.169	0.737	(B) White
ZNF204P	6p22.1	8.99	8.91	0.37	0.49	0.08	0.169	0.737	(A) Asian
NRG2	5q31.2	2.51	2.22	1.36	1.21	0.28	0.169	0.737	(A) Asian
ASB3	2p16.2	8.65	8.59	0.26	0.33	0.06	0.169	0.737	(A) Asian
NUDCD3	7p13	10.98	11.02	0.21	0.25	-0.05	0.169	0.737	(B) White
ALAD	9q32	10.47	10.54	0.37	0.41	-0.08	0.169	0.737	(B) White
HTR1E	6q14.3	1.42	1.16	1.27	1.25	0.27	0.169	0.737	(A) Asian
SMARCD2	17q23.3	10.65	10.70	0.21	0.27	-0.05	0.169	0.737	(B) White
SLC11A2	12q13.12	10.98	11.06	0.37	0.35	-0.08	0.169	0.737	(B) White
SLC19A3	2q36.3	1.78	2.04	1.17	1.48	-0.26	0.169	0.737	(B) White
TMC8	17q25.3	9.02	8.79	1.05	1.29	0.23	0.169	0.737	(A) Asian
SAPCD1	6p21.33	5.70	5.54	0.75	0.78	0.16	0.169	0.737	(A) Asian
MEX3C	18q21.2	10.24	10.15	0.43	0.54	0.09	0.169	0.737	(A) Asian
FAM138B	2q14.1	0.08	0.04	0.20	0.19	0.04	0.169	0.737	(A) Asian
TESC	12q24.22	10.42	10.12	1.37	1.69	0.30	0.169	0.737	(A) Asian
EXOC5	14q22.3	9.87	9.96	0.41	0.40	-0.09	0.169	0.737	(B) White
FUT6	19p13.3	1.31	1.54	1.03	1.26	-0.22	0.170	0.737	(B) White
SPAG9	17q21.33	11.07	11.18	0.48	0.49	-0.10	0.170	0.737	(B) White
CHGB	20p12.3	6.96	6.45	2.37	2.59	0.51	0.170	0.737	(A) Asian
BAIAP2L2	22q13.1	4.01	3.81	0.96	0.96	0.20	0.170	0.737	(A) Asian
ANKZF1	2q35	9.28	9.19	0.39	0.45	0.08	0.170	0.737	(A) Asian
EDRF1	10q26.2	8.31	8.23	0.41	0.41	0.09	0.170	0.737	(A) Asian
RNF114	20q13.13	11.01	10.97	0.15	0.21	0.03	0.170	0.737	(A) Asian
PNPLA6	19p13.2	10.74	10.67	0.34	0.40	0.07	0.170	0.737	(A) Asian
FKRP	19q13.32	8.54	8.49	0.22	0.30	0.05	0.170	0.737	(A) Asian
LRIT3	4q25	2.47	2.30	0.84	0.80	0.18	0.170	0.737	(A) Asian
ADGRV1	5q14.3	5.71	5.30	1.94	2.01	0.41	0.170	0.737	(A) Asian
TMUB2	17q21.31	9.92	9.87	0.24	0.27	0.05	0.170	0.737	(A) Asian
CARMIL3	14q11.2	3.53	3.35	0.82	0.84	0.17	0.170	0.737	(A) Asian
SECISBP2L	15q21.1	10.43	10.55	0.55	0.62	-0.12	0.170	0.737	(B) White
KCNAB3	17p13.1	2.94	2.70	1.16	1.16	0.25	0.170	0.737	(A) Asian
SUSD3	9q22.31	6.80	6.57	1.05	1.07	0.22	0.170	0.737	(A) Asian
EPHA5	4q13.1-q13.2	2.65	2.20	2.12	1.99	0.44	0.170	0.737	(A) Asian
TSC22D1	13q14.11	13.94	13.72	1.04	1.19	0.22	0.170	0.737	(A) Asian
CT45A1	Xq26.3	0.10	0.05	0.26	0.19	0.05	0.170	0.737	(A) Asian
SYTL2	11q14.1	7.59	7.76	0.77	1.00	-0.17	0.170	0.737	(B) White
KCNV1	8q23.2	4.23	4.42	0.86	1.09	-0.19	0.170	0.737	(B) White
UNC119B	12q24.31	10.58	10.50	0.39	0.52	0.09	0.170	0.737	(A) Asian
ARMC10	7q22.1	9.56	9.52	0.17	0.24	0.04	0.170	0.737	(A) Asian
TULP4	6q25.3	9.68	9.74	0.29	0.31	-0.06	0.170	0.737	(B) White
PPP6C	9q33.3	10.60	10.66	0.28	0.26	-0.06	0.170	0.737	(B) White
IP6K1	3p21.31	10.27	10.23	0.18	0.24	0.04	0.170	0.737	(A) Asian
ST7-OT3	7q31.2	1.19	1.34	0.70	0.69	-0.15	0.170	0.737	(B) White
FCHSD1	5q31.3	9.00	8.87	0.59	0.67	0.13	0.170	0.737	(A) Asian
CDX2	13q12.2	0.18	0.29	0.43	1.04	-0.12	0.170	0.737	(B) White
LRTM2	12p13.33	0.73	0.93	0.88	1.30	-0.20	0.170	0.737	(B) White
RTKN	2p13.1	9.89	9.81	0.37	0.45	0.08	0.170	0.737	(A) Asian
RAB29	1q32.1	9.56	9.71	0.70	0.63	-0.15	0.170	0.737	(B) White
FAM238A	10p12.1	0.38	0.28	0.47	0.41	0.10	0.170	0.737	(A) Asian
KLKP1	19q13.33	0.31	0.43	0.51	0.73	-0.11	0.170	0.737	(B) White
ABCD3	1p21.3	10.26	10.33	0.36	0.37	-0.08	0.171	0.737	(B) White
RIBC2	22q13.31	4.03	4.24	0.96	0.99	-0.20	0.171	0.737	(B) White
GTF2H2	5q13.2	6.26	6.47	0.97	1.19	-0.21	0.171	0.737	(B) White
SLC13A5	17p13.1	0.97	1.14	0.77	1.14	-0.17	0.171	0.737	(B) White
SV2A	1q21.2	8.74	8.52	1.05	1.23	0.23	0.171	0.737	(A) Asian
MEDAG	13q12.3	8.30	8.06	1.11	1.35	0.24	0.171	0.737	(A) Asian
CAPN8	1q41	2.36	2.71	1.63	1.82	-0.35	0.171	0.737	(B) White
UGGT1	2q14.3	10.53	10.60	0.32	0.38	-0.07	0.171	0.737	(B) White
RFPL4B	6q21	0.33	0.22	0.56	0.43	0.11	0.171	0.737	(A) Asian
SMARCC1	3p21.31	11.03	11.10	0.31	0.36	-0.07	0.171	0.737	(B) White
NIPAL4	5q33.3	3.75	4.01	1.14	1.69	-0.26	0.171	0.737	(B) White
IL36G	2q14.1	0.26	0.38	0.49	0.81	-0.11	0.171	0.737	(B) White
ARHGAP45	19p13.3	9.48	9.33	0.71	0.82	0.15	0.171	0.737	(A) Asian
ODF2L	1p22.3	8.94	8.85	0.43	0.40	0.09	0.171	0.737	(A) Asian
CD160	1q21.1	3.52	3.36	0.71	0.80	0.15	0.171	0.738	(A) Asian
HCG4	6p22.1	6.34	6.17	0.78	0.86	0.17	0.171	0.738	(A) Asian
TIAM2	6q25.2-q25.3	6.88	6.64	1.09	1.16	0.23	0.171	0.738	(A) Asian
ZNF252P-AS1	8q24.3	3.33	3.13	0.91	0.92	0.19	0.171	0.738	(A) Asian
LMBR1L	12q13.12	9.19	9.07	0.58	0.56	0.12	0.171	0.738	(A) Asian
MFSD4A	1q32.1	6.79	6.96	0.79	1.08	-0.17	0.171	0.738	(B) White
PASK	2q37.3	9.43	8.98	2.19	1.59	0.45	0.171	0.738	(A) Asian
ACBD4	17q21.31	9.19	9.10	0.45	0.52	0.10	0.171	0.738	(A) Asian
KL	13q13.1	7.34	7.15	0.87	0.99	0.19	0.172	0.738	(A) Asian
MTNR1B	11q14.3	0.01	0.02	0.06	0.13	-0.02	0.172	0.738	(B) White
E2F3	6p22.3	9.05	9.14	0.41	0.38	-0.09	0.172	0.738	(B) White
DPCD	10q24.32	8.22	8.31	0.45	0.49	-0.10	0.172	0.738	(B) White
ATP1B1	1q24.2	13.71	13.60	0.48	0.54	0.10	0.172	0.738	(A) Asian
ZDHHC5	11q12.1	11.66	11.70	0.21	0.24	-0.04	0.172	0.738	(B) White
SENP3	17p13.1	9.85	9.90	0.25	0.27	-0.05	0.172	0.738	(B) White
PWAR4	15q11.2	0.70	0.57	0.62	0.70	0.13	0.172	0.738	(A) Asian
LAD1	1q32.1	9.54	9.77	1.12	1.17	-0.24	0.172	0.738	(B) White
ADCY10P1	6p21.1	5.97	5.73	1.14	1.21	0.24	0.172	0.738	(A) Asian
LINGO4	1q21.3	5.01	4.81	0.92	1.12	0.20	0.172	0.738	(A) Asian
COL2A1	12q13.11	1.18	0.97	0.99	0.97	0.21	0.172	0.738	(A) Asian
NEB	2q23.3	4.66	5.06	1.85	2.33	-0.40	0.172	0.738	(B) White
LSM11	5q33.3	6.95	6.88	0.32	0.35	0.07	0.172	0.738	(A) Asian
LOX	5q23.1	7.73	8.04	1.43	1.81	-0.31	0.172	0.738	(B) White
CHRDL2	11q13.4	1.33	1.57	1.11	1.26	-0.24	0.172	0.739	(B) White
NFYC	1p34.2	10.19	10.13	0.27	0.34	0.06	0.172	0.739	(A) Asian
CMTR2	16q22.2	9.34	9.25	0.40	0.42	0.09	0.172	0.739	(A) Asian
RGMB	5q15	9.70	9.61	0.44	0.49	0.09	0.173	0.739	(A) Asian
HELB	12q14.3|12q	3.82	3.99	0.86	0.84	-0.18	0.173	0.739	(B) White
CFHR5	1q31.3	0.01	0.03	0.06	0.28	-0.02	0.173	0.739	(B) White
PRPF39	14q21.2	8.96	8.85	0.51	0.47	0.11	0.173	0.739	(A) Asian
SHBG	17p13.1	2.83	2.99	0.78	0.89	-0.17	0.173	0.739	(B) White
MPZL2	11q23.3	12.51	12.35	0.73	0.93	0.16	0.173	0.739	(A) Asian
SMG9	19q13.31	9.46	9.37	0.42	0.42	0.09	0.173	0.739	(A) Asian
ARF4	3p14.3	11.78	11.84	0.28	0.36	-0.06	0.173	0.739	(B) White
TNFRSF12A	16p13.3	11.68	11.48	0.93	1.26	0.20	0.173	0.739	(A) Asian
FNDC8	17q12	2.40	2.53	0.58	0.65	-0.12	0.173	0.739	(B) White
SEC61G	7p11.2	9.69	9.79	0.48	0.48	-0.10	0.173	0.739	(B) White
EMX2OS	10q26.11	2.74	2.48	1.20	1.51	0.26	0.173	0.739	(A) Asian
FAM120AOS	9q22.31	10.46	10.42	0.16	0.28	0.04	0.173	0.739	(A) Asian
ZNF337	20p11.21	8.91	8.83	0.38	0.39	0.08	0.173	0.739	(A) Asian
SMIM11A	21q22.11-q22.12	8.57	8.50	0.30	0.40	0.07	0.173	0.739	(A) Asian
ALG1L	3q21.2	4.43	4.18	1.15	1.29	0.24	0.173	0.739	(A) Asian
MAPK9	5q35.3	10.05	10.10	0.26	0.25	-0.05	0.173	0.739	(B) White
TNNI1	1q32.1	6.15	6.35	0.96	1.00	-0.20	0.173	0.739	(B) White
CARD18	11q22.3	0.02	0.04	0.09	0.26	-0.03	0.173	0.739	(B) White
DHCR7	11q13.4	9.90	9.77	0.61	0.65	0.13	0.173	0.739	(A) Asian
CMTM5	14q11.2	0.74	0.59	0.69	0.61	0.14	0.173	0.739	(A) Asian
HIST1H3A	6p22.2	0.72	0.83	0.52	0.58	-0.11	0.173	0.739	(B) White
TERB2	15q21.1	0.08	0.14	0.22	0.54	-0.06	0.173	0.739	(B) White
ULK4	3p22.1	6.49	6.60	0.50	0.56	-0.11	0.174	0.739	(B) White
ABHD4	14q11.2	10.17	10.10	0.33	0.42	0.07	0.174	0.739	(A) Asian
CBWD2	2q14.1	9.22	9.31	0.40	0.38	-0.08	0.174	0.739	(B) White
DNAH9	17p12	4.06	4.32	1.18	1.54	-0.26	0.174	0.739	(B) White
IL1RL1	2q12.1	6.41	7.04	2.99	3.17	-0.63	0.174	0.739	(B) White
DISP1	1q41	8.96	8.87	0.41	0.41	0.09	0.174	0.740	(A) Asian
YKT6	7p13	10.64	10.69	0.23	0.27	-0.05	0.174	0.740	(B) White
RNF141	11p15.4|11p15	9.90	9.98	0.40	0.37	-0.08	0.174	0.740	(B) White
TAF9B	Xq21.1	9.31	9.26	0.24	0.31	0.05	0.174	0.740	(A) Asian
ZSCAN4	19q13.43	2.91	2.60	1.47	1.50	0.31	0.174	0.740	(A) Asian
PCNX1	14q24.2	10.24	10.33	0.39	0.43	-0.08	0.174	0.740	(B) White
LRRC37A16P	17q24.2	10.99	10.94	0.21	0.29	0.05	0.174	0.740	(A) Asian
LRTM1	3p14.3	0.04	0.08	0.14	0.37	-0.04	0.174	0.740	(B) White
FER	5q21.3	6.05	6.18	0.66	0.71	-0.14	0.174	0.740	(B) White
CCL4L1	17q12	5.24	4.96	1.27	1.72	0.28	0.174	0.740	(A) Asian
DDB1	11q12.2	12.65	12.70	0.24	0.23	-0.05	0.174	0.740	(B) White
NCAM1	11q23.2	8.23	8.66	2.06	2.02	-0.43	0.174	0.740	(B) White
NHSL1	6q24.1	6.75	6.85	0.50	0.62	-0.11	0.174	0.740	(B) White
SH3RF3	2q13	6.70	6.90	0.97	0.94	-0.20	0.174	0.740	(B) White
CORO2A	9q22.33	8.76	8.92	0.72	0.98	-0.16	0.174	0.740	(B) White
B4GAT1	11q13.2	10.03	9.95	0.35	0.40	0.07	0.174	0.740	(A) Asian
NSMCE4A	10q26.13	8.90	8.84	0.31	0.31	0.06	0.175	0.740	(A) Asian
IKBIP	12q23.1	9.08	8.98	0.47	0.49	0.10	0.175	0.740	(A) Asian
LILRA6	19q13.42	4.41	4.68	1.21	1.49	-0.26	0.175	0.740	(B) White
RBPJL	20q13.12	0.20	0.12	0.37	0.34	0.08	0.175	0.740	(A) Asian
CLDN22	4q35.1	0.59	0.25	1.69	1.24	0.34	0.175	0.740	(A) Asian
ACTN1	14q24.1|14q22-q24	11.36	11.24	0.54	0.68	0.12	0.175	0.740	(A) Asian
DEFB1	8p23.1	2.66	3.00	1.59	1.85	-0.34	0.175	0.740	(B) White
TNFSF8	9q32-q33.1	3.54	3.86	1.48	1.53	-0.31	0.175	0.740	(B) White
FAM133A	Xq21.32	2.15	2.39	1.16	1.13	-0.24	0.175	0.740	(B) White
SLC25A1	22q11.21	10.12	10.24	0.58	0.53	-0.12	0.175	0.740	(B) White
VSTM2L	20q11.23	7.22	7.53	1.44	1.78	-0.31	0.175	0.740	(B) White
ARAP2	4p14	10.05	9.94	0.51	0.57	0.11	0.175	0.740	(A) Asian
ANGEL2	1q32.3	9.09	9.04	0.28	0.27	0.06	0.175	0.740	(A) Asian
THPO	3q27.1	1.59	1.42	0.84	0.82	0.17	0.175	0.740	(A) Asian
ZNF503-AS2	10q22.2	6.28	6.41	0.63	0.59	-0.13	0.175	0.740	(B) White
RIMS2	8q22.3	5.30	5.68	1.78	1.99	-0.38	0.175	0.740	(B) White
RBM3	Xp11.23	11.68	11.75	0.34	0.39	-0.07	0.175	0.740	(B) White
BCDIN3D-AS1	12q13.12	4.61	4.51	0.43	0.68	0.10	0.175	0.740	(A) Asian
HIST3H2BB	1q42.13	1.17	1.01	0.76	0.85	0.16	0.175	0.740	(A) Asian
ASIC1	12q13.12	4.67	4.45	1.06	1.02	0.22	0.175	0.740	(A) Asian
WAPL	10q23.2	10.15	10.22	0.34	0.35	-0.07	0.175	0.740	(B) White
LRRC3B	3p24.1	1.18	1.00	0.89	0.82	0.18	0.175	0.740	(A) Asian
E2F6	2p25.1	8.34	8.29	0.25	0.26	0.05	0.175	0.740	(A) Asian
LINC00304	16q24.3	0.46	0.31	0.74	0.49	0.15	0.175	0.740	(A) Asian
HOOK2	19p13.13	10.16	10.08	0.39	0.48	0.08	0.176	0.740	(A) Asian
MYO1A	12q13.3	1.98	1.74	1.19	0.93	0.24	0.176	0.740	(A) Asian
SLC18A1	8p21.3	0.72	0.56	0.77	0.68	0.16	0.176	0.740	(A) Asian
CRYBG3	3q11.2	9.83	10.00	0.81	0.88	-0.17	0.176	0.740	(B) White
UNC119	17q11.2	8.63	8.69	0.28	0.39	-0.06	0.176	0.740	(B) White
CLPSL1	6p21.31	0.09	0.16	0.30	0.55	-0.07	0.176	0.740	(B) White
GLDN	15q21.2	6.54	6.01	2.53	2.58	0.53	0.176	0.740	(A) Asian
C11ORF58	11p15.2	11.79	11.83	0.19	0.23	-0.04	0.176	0.740	(B) White
PLEKHH1	14q24.1	10.82	10.65	0.80	0.93	0.17	0.176	0.740	(A) Asian
PRKAR2A	3p21.31	7.17	7.44	1.30	1.20	-0.27	0.176	0.740	(B) White
CDH10	5p14.2-p14.1	0.25	0.35	0.38	0.81	-0.09	0.176	0.740	(B) White
EIF5	14q32.32	11.79	11.71	0.38	0.43	0.08	0.176	0.740	(A) Asian
EXOC3L4	14q32.32	2.30	2.03	1.24	1.41	0.26	0.176	0.740	(A) Asian
TNNT2	1q32.1	1.08	1.28	0.90	1.13	-0.19	0.176	0.740	(B) White
WWC2-AS2	4q35.1	4.16	4.04	0.56	0.69	0.12	0.176	0.740	(A) Asian
CGB3	19q13.33	0.24	0.34	0.40	0.69	-0.09	0.176	0.740	(B) White
B3GNT7	2q37.1|2q37.1	8.95	8.73	1.05	1.18	0.22	0.176	0.740	(A) Asian
OR5A2	11q12.1	0.22	0.12	0.47	0.29	0.09	0.176	0.740	(A) Asian
SMTNL1	11q12.1	2.16	1.94	1.03	1.06	0.21	0.176	0.740	(A) Asian
PGA4	11q12.2	0.56	0.35	1.04	0.95	0.21	0.176	0.740	(A) Asian
SELENOK	3p21.1	9.84	9.74	0.46	0.47	0.10	0.176	0.740	(A) Asian
HADHA	2p23.3	11.90	11.96	0.30	0.31	-0.06	0.176	0.740	(B) White
ZNF395	8p21.1	10.68	10.59	0.44	0.45	0.09	0.176	0.740	(A) Asian
SEC14L1	17q25.2-q25.3	11.16	11.26	0.48	0.48	-0.10	0.176	0.740	(B) White
MFSD9	2q12.1	6.49	6.59	0.49	0.51	-0.10	0.176	0.740	(B) White
NME1-NME2	17q21.33	6.65	6.79	0.64	0.77	-0.14	0.176	0.740	(B) White
NR5A1	9q33.3	0.20	0.27	0.29	0.51	-0.07	0.176	0.740	(B) White
NUDT11	Xp11.22	6.17	5.85	1.51	1.91	0.33	0.176	0.740	(A) Asian
SHMT1	17p11.2	10.59	10.68	0.40	0.46	-0.09	0.176	0.740	(B) White
LZIC	1p36.22	7.98	8.05	0.33	0.35	-0.07	0.176	0.740	(B) White
MBNL3	Xq26.2	5.06	5.31	1.16	1.30	-0.24	0.176	0.740	(B) White
MOB1B	4q13.3	9.66	9.73	0.35	0.39	-0.07	0.176	0.740	(B) White
TMOD1	9q22.33	8.40	8.65	1.22	1.19	-0.25	0.177	0.740	(B) White
CALR	19p13.13	14.87	14.73	0.64	0.67	0.13	0.177	0.740	(A) Asian
NEIL2	8p23.1	9.22	9.13	0.40	0.38	0.08	0.177	0.740	(A) Asian
MRPS9	2q12.1	9.06	8.99	0.32	0.30	0.07	0.177	0.740	(A) Asian
RAB8B	15q22.2	9.07	9.19	0.57	0.56	-0.12	0.177	0.740	(B) White
NUTM2A-AS1	10q23.2	7.06	6.98	0.36	0.61	0.08	0.177	0.740	(A) Asian
RPP14	3p14.3	8.77	8.83	0.28	0.24	-0.06	0.177	0.740	(B) White
PTGER2	14q22.1	4.17	4.43	1.21	1.41	-0.26	0.177	0.740	(B) White
AHCY	20q11.22	11.91	11.98	0.31	0.34	-0.07	0.177	0.740	(B) White
OR6N1	1q23.1	0.01	0.02	0.05	0.09	-0.01	0.177	0.740	(B) White
HMGN4	6p22.2	10.88	10.93	0.26	0.28	-0.05	0.177	0.740	(B) White
SNRPE	1q32.1	9.12	9.19	0.34	0.41	-0.07	0.177	0.740	(B) White
ZNF252P	8q24.3	8.89	8.79	0.47	0.47	0.10	0.177	0.740	(A) Asian
FDPS	1q22	10.62	10.55	0.33	0.30	0.07	0.177	0.740	(A) Asian
CASR	3q13.33-q21.1	0.27	0.39	0.48	0.95	-0.12	0.177	0.740	(B) White
AADACL2	3q25.1	0.07	0.03	0.21	0.13	0.04	0.177	0.740	(A) Asian
LYVE1	11p15.4	5.89	5.54	1.74	1.34	0.35	0.177	0.740	(A) Asian
TAOK1	17q11.2	7.26	7.55	1.42	1.46	-0.29	0.177	0.740	(B) White
AVPR1B	1q32.1	1.63	1.82	0.94	0.87	-0.19	0.177	0.740	(B) White
SGO2	2q33.1	5.77	5.67	0.50	0.62	0.11	0.177	0.740	(A) Asian
BLOC1S6	15q21.1	10.50	10.57	0.32	0.32	-0.07	0.177	0.740	(B) White
CFAP221	2q14.2	4.24	4.44	0.96	1.27	-0.21	0.177	0.740	(B) White
LAMB1	7q31.1	12.42	12.26	0.81	0.80	0.17	0.177	0.740	(A) Asian
PTPRE	10q26.2	10.35	10.12	1.03	1.39	0.22	0.178	0.740	(A) Asian
SLC2A10	20q13.12	9.96	10.07	0.53	0.55	-0.11	0.178	0.740	(B) White
BBX	3q13.12	10.68	10.77	0.45	0.47	-0.09	0.178	0.740	(B) White
EBF4	20p13	8.46	8.18	1.29	1.69	0.28	0.178	0.740	(A) Asian
SNX8	7p22.3	8.74	8.83	0.43	0.54	-0.09	0.178	0.740	(B) White
TRAM1L1	4q26	6.83	6.73	0.44	0.58	0.10	0.178	0.740	(A) Asian
ERC2	3p14.3	3.73	3.62	0.49	0.78	0.11	0.178	0.740	(A) Asian
MRGPRX3	11p15.1	0.08	0.12	0.18	0.34	-0.04	0.178	0.740	(B) White
MAP3K12	12q13.13	7.72	7.60	0.56	0.59	0.12	0.178	0.740	(A) Asian
SCARNA16	17q25.2	0.64	0.76	0.56	0.79	-0.12	0.178	0.740	(B) White
OR13C2	9q31.1	0.44	0.35	0.44	0.43	0.09	0.178	0.740	(A) Asian
FDXR	17q25.1	8.68	8.79	0.53	0.66	-0.11	0.178	0.740	(B) White
ANKRD27	19q13.11	9.27	9.34	0.33	0.35	-0.07	0.178	0.740	(B) White
ILK	11p15.4	11.34	11.29	0.26	0.29	0.05	0.178	0.740	(A) Asian
SLC16A7	12q14.1	2.85	3.02	0.82	1.06	-0.18	0.178	0.740	(B) White
ZNF468	19q13.41	8.69	8.55	0.66	0.59	0.13	0.178	0.740	(A) Asian
PHOSPHO2	2q31.1	6.08	5.96	0.60	0.53	0.12	0.178	0.740	(A) Asian
CFAP157	9q34.11	2.16	2.02	0.64	0.79	0.14	0.178	0.740	(A) Asian
GPR37	7q31.33	3.46	3.11	1.70	1.69	0.35	0.178	0.740	(A) Asian
PTPN1	20q13.13	9.60	9.68	0.37	0.43	-0.08	0.178	0.740	(B) White
FOXQ1	6p25.3	9.83	9.49	1.61	1.86	0.34	0.178	0.740	(A) Asian
VWA7	6p21.33	7.47	7.29	0.83	0.98	0.18	0.178	0.740	(A) Asian
METTL9	16p12.2	11.45	11.51	0.29	0.32	-0.06	0.178	0.740	(B) White
APOL1	22q12.3	10.72	10.51	0.99	1.06	0.21	0.178	0.740	(A) Asian
BCL7A	12q24.31	9.93	9.85	0.38	0.44	0.08	0.179	0.740	(A) Asian
ARMC12	6p21.31	1.58	1.77	0.89	0.91	-0.18	0.179	0.740	(B) White
LOC100192426	18p11.23	0.82	0.68	0.68	0.63	0.14	0.179	0.740	(A) Asian
DDX5	17q23.3	13.72	13.64	0.35	0.36	0.07	0.179	0.740	(A) Asian
ECT2L	6q24.1	4.14	3.98	0.76	0.81	0.16	0.179	0.740	(A) Asian
CHST11	12q23.3	7.37	7.54	0.81	0.81	-0.17	0.179	0.740	(B) White
PPP1R3E	14q11.2	7.03	6.88	0.68	0.79	0.14	0.179	0.740	(A) Asian
PSD2	5q31.2	3.93	3.65	1.37	1.40	0.28	0.179	0.740	(A) Asian
IFITM3	11p15.5	11.93	11.75	0.87	0.83	0.18	0.179	0.740	(A) Asian
MAPK11	22q13.33	7.84	7.70	0.68	0.68	0.14	0.179	0.740	(A) Asian
ZNF462	9q31.2	8.76	8.89	0.65	0.72	-0.14	0.179	0.741	(B) White
ZNF333	19p13.12	7.62	7.53	0.45	0.43	0.09	0.179	0.741	(A) Asian
TBP	6q27	8.05	8.01	0.23	0.22	0.05	0.179	0.741	(A) Asian
NEK3	13q14.3	7.07	6.99	0.36	0.46	0.08	0.179	0.741	(A) Asian
JAK3	19p13.11	8.53	8.26	1.28	1.47	0.27	0.179	0.741	(A) Asian
VASN	16p13.3	11.37	11.21	0.79	0.91	0.17	0.179	0.741	(A) Asian
SNX14	6q14.3	10.68	10.64	0.21	0.27	0.04	0.179	0.741	(A) Asian
WDR35	2p24.1	9.06	8.98	0.34	0.41	0.07	0.179	0.741	(A) Asian
DHX57	2p22.1	8.78	8.83	0.24	0.25	-0.05	0.179	0.741	(B) White
EGF	4q25	4.02	4.29	1.33	1.37	-0.28	0.179	0.741	(B) White
ASIC5	4q32.1	0.03	0.05	0.10	0.24	-0.03	0.179	0.741	(B) White
PRRT4	7q32.1	2.68	3.07	1.80	2.18	-0.38	0.179	0.741	(B) White
KCNMA1	10q22.3	6.20	6.40	0.93	1.25	-0.20	0.179	0.741	(B) White
OR2A5	7q35	0.08	0.12	0.21	0.25	-0.04	0.179	0.741	(B) White
TEX19	17q25.3	0.74	0.87	0.62	0.68	-0.13	0.179	0.741	(B) White
MRPL14	6p21.1	9.96	9.83	0.61	0.62	0.13	0.180	0.741	(A) Asian
SIRT6	19p13.3	8.70	8.60	0.46	0.50	0.10	0.180	0.741	(A) Asian
ZNF256	19q13.43	6.83	6.78	0.25	0.30	0.05	0.180	0.741	(A) Asian
HSD11B1	1q32.2	4.20	3.87	1.59	1.82	0.33	0.180	0.741	(A) Asian
SPHK2	19q13.33	8.90	8.82	0.39	0.42	0.08	0.180	0.741	(A) Asian
HPRT1	Xq26.2-q26.3	9.14	9.20	0.32	0.36	-0.07	0.180	0.741	(B) White
LIG1	19q13.33	9.43	9.36	0.34	0.39	0.07	0.180	0.741	(A) Asian
AOAH	7p14.2	4.83	5.12	1.37	1.56	-0.29	0.180	0.741	(B) White
ZNF821	16q22.2	8.28	8.19	0.46	0.45	0.09	0.180	0.741	(A) Asian
FN3KRP	17q25.3	9.66	9.73	0.31	0.30	-0.06	0.180	0.741	(B) White
IBTK	6q14.1	10.13	10.19	0.33	0.33	-0.07	0.180	0.741	(B) White
MR1	1q25.3	8.10	8.22	0.58	0.57	-0.12	0.180	0.741	(B) White
