Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
TM2D1	1p31.3	8.02	8.21	0.65	0.51	-0.19	3.735e-3	0.0297	(B) White
RHOB	2p24.1	13.17	13.52	1.09	1.10	-0.35	3.737e-3	0.0297	(B) White
LRCH4	7q22.1	9.66	9.83	0.53	0.53	-0.17	3.744e-3	0.0297	(B) White
ARCN1	11q23.3	11.49	11.64	0.49	0.44	-0.15	3.752e-3	0.0298	(B) White
ZDHHC8	22q11.21	8.53	8.90	1.22	1.04	-0.37	3.758e-3	0.0298	(B) White
HAX1	1q21.3	11.57	11.39	0.59	0.55	0.19	3.762e-3	0.0298	(A) Asian
GRK6	5q35.3	9.56	9.37	0.54	0.62	0.19	3.763e-3	0.0298	(A) Asian
GABARAPL1	12p13.2	10.64	11.03	1.09	1.31	-0.39	3.765e-3	0.0298	(B) White
RDH5	12q13.2	8.61	9.12	1.68	1.43	-0.51	3.765e-3	0.0298	(B) White
TEX9	15q21.3	2.57	2.99	1.38	1.24	-0.42	3.766e-3	0.0298	(B) White
TIMM9	14q23.1	9.16	8.98	0.60	0.52	0.18	3.784e-3	0.0299	(A) Asian
ARHGAP36	Xq26.1	0.23	0.80	1.06	2.32	-0.57	3.786e-3	0.0299	(B) White
CDH23	10q22.1	7.15	7.65	1.54	1.57	-0.50	3.798e-3	0.0300	(B) White
FAM71F2	7q32.1	1.78	2.19	1.23	1.34	-0.41	3.801e-3	0.0300	(B) White
CXORF38	Xp11.4	6.93	7.13	0.68	0.60	-0.21	3.804e-3	0.0300	(B) White
CTAGE10P	13q14.2	2.16	2.47	1.03	0.92	-0.32	3.805e-3	0.0300	(B) White
KAT2B	3p24.3	9.37	9.69	0.95	1.03	-0.32	3.805e-3	0.0300	(B) White
GGCT	7p14.3	9.93	9.73	0.60	0.61	0.19	3.806e-3	0.0300	(A) Asian
ERC1	12p13.33	9.31	9.52	0.66	0.61	-0.20	3.811e-3	0.0301	(B) White
TTC36	11q23.3	5.02	6.12	3.43	3.34	-1.09	3.814e-3	0.0301	(B) White
LRRC15	3q29	2.51	3.19	2.12	2.16	-0.69	3.821e-3	0.0301	(B) White
STEAP4	7q21.12	6.89	7.55	2.19	1.86	-0.66	3.824e-3	0.0301	(B) White
CLN3	16p12.1	11.18	10.95	0.71	0.71	0.23	3.829e-3	0.0301	(A) Asian
ZNF333	19p13.12	6.51	6.73	0.74	0.61	-0.22	3.832e-3	0.0302	(B) White
PER1	17p13.1	10.28	10.61	1.05	0.99	-0.33	3.838e-3	0.0302	(B) White
CBLB	3q13.11	7.88	8.11	0.74	0.65	-0.22	3.841e-3	0.0302	(B) White
TBC1D4	13q22.2	8.52	8.92	1.22	1.23	-0.39	3.842e-3	0.0302	(B) White
LINC00115	1p36.33	4.24	4.51	0.92	0.77	-0.27	3.851e-3	0.0303	(B) White
OLAH	10p13	0.52	0.86	0.75	1.36	-0.35	3.860e-3	0.0303	(B) White
ZCCHC10	5q31.1	8.05	7.89	0.46	0.53	0.16	3.862e-3	0.0303	(A) Asian
TOMM5	9p13.2	10.21	10.00	0.72	0.59	0.21	3.869e-3	0.0304	(A) Asian
POLA1	Xp22.11-p21.3	7.84	7.59	0.84	0.75	0.26	3.876e-3	0.0304	(A) Asian
C2ORF69	2q33.1	8.27	8.48	0.64	0.66	-0.21	3.876e-3	0.0304	(B) White
RCOR1	14q32.31-q32.32	9.00	9.19	0.58	0.60	-0.19	3.876e-3	0.0304	(B) White
GSDMA	17q21.1	1.92	2.40	1.60	1.40	-0.48	3.877e-3	0.0304	(B) White
C15ORF41	15q14	7.76	7.51	0.66	0.87	0.25	3.886e-3	0.0304	(A) Asian
TSTD2	9q22.33	7.64	7.99	1.17	1.00	-0.35	3.888e-3	0.0304	(B) White
ALG8	11q14.1	10.41	10.24	0.57	0.50	0.17	3.902e-3	0.0305	(A) Asian
FAM49B	8q24.21	9.70	9.44	0.81	0.82	0.26	3.909e-3	0.0306	(A) Asian
WDR37	10p15.3	8.18	8.36	0.57	0.55	-0.18	3.921e-3	0.0307	(B) White
C9ORF40	9q21.13	7.08	6.82	0.84	0.77	0.26	3.925e-3	0.0307	(A) Asian
TUBB	6p21.33	14.03	13.81	0.68	0.72	0.23	3.925e-3	0.0307	(A) Asian
ZNF462	9q31.2	3.66	4.18	1.64	1.61	-0.52	3.934e-3	0.0307	(B) White
BAAT	9q31.1	13.32	13.95	2.25	1.57	-0.63	3.941e-3	0.0308	(B) White
TSPYL6	2p16.2	0.10	0.29	0.31	0.84	-0.20	3.943e-3	0.0308	(B) White
LZTS2	10q24.31	9.85	9.59	0.76	0.87	0.26	3.950e-3	0.0308	(A) Asian
PYCR2	1q42.12	10.81	10.63	0.57	0.56	0.18	3.954e-3	0.0308	(A) Asian
CPNE8	12q12	7.73	8.05	1.01	0.95	-0.31	3.964e-3	0.0309	(B) White
MRM2	7p22.3	9.48	9.35	0.38	0.39	0.12	3.966e-3	0.0309	(A) Asian
CA5A	16q24.2	6.92	7.76	2.78	2.46	-0.85	3.971e-3	0.0309	(B) White
RANGAP1	22q13.2	11.97	11.73	0.77	0.72	0.24	3.978e-3	0.0310	(A) Asian
FAM126B	2q33.1	8.02	8.21	0.59	0.63	-0.19	3.987e-3	0.0310	(B) White
MRPL18	6q25.3	10.22	10.03	0.58	0.59	0.19	3.988e-3	0.0310	(A) Asian
SLC30A5	5q13.1-q13.2	9.57	9.74	0.53	0.52	-0.17	3.993e-3	0.0311	(B) White
SNAPC1	14q23.2	6.68	6.91	0.78	0.61	-0.23	3.993e-3	0.0311	(B) White
TEDC2	16p13.3	6.76	6.32	1.28	1.48	0.44	3.997e-3	0.0311	(A) Asian
NONO	Xq13.1	12.86	12.69	0.54	0.54	0.17	4.008e-3	0.0311	(A) Asian
SLC3A1	2p21	5.06	6.05	2.93	3.25	-0.99	4.010e-3	0.0311	(B) White
SLC22A25	11q12.3	6.67	7.36	2.22	2.06	-0.69	4.010e-3	0.0311	(B) White
HECTD1	14q12	11.16	11.38	0.61	0.73	-0.21	4.015e-3	0.0311	(B) White
E2F8	11p15.1	6.06	5.52	1.69	1.70	0.54	4.015e-3	0.0311	(A) Asian
RPL12	9q33.3	13.13	12.87	0.80	0.84	0.26	4.016e-3	0.0311	(A) Asian
SFXN5	2p13.2	10.26	10.54	0.83	0.90	-0.28	4.017e-3	0.0311	(B) White
PAFAH1B2	11q23.3	7.21	7.59	1.24	1.09	-0.38	4.019e-3	0.0311	(B) White
PARP12	7q34	10.24	10.00	0.70	0.78	0.24	4.019e-3	0.0311	(A) Asian
PRMT9	4q31.23	6.83	7.04	0.62	0.65	-0.20	4.023e-3	0.0312	(B) White
FBXO40	3q13.33	0.57	0.97	1.19	1.32	-0.40	4.027e-3	0.0312	(B) White
BUB1B	15q15.1	7.09	6.56	1.64	1.71	0.54	4.027e-3	0.0312	(A) Asian
MIER3	5q11.2	8.57	8.75	0.58	0.57	-0.18	4.032e-3	0.0312	(B) White
ERRFI1	1p36.23	12.21	12.66	1.36	1.42	-0.44	4.050e-3	0.0313	(B) White
UGT2B10	4q13.2	10.84	11.70	2.86	2.46	-0.86	4.051e-3	0.0313	(B) White
GASK1B	4q32.1	8.24	8.59	1.11	1.10	-0.35	4.052e-3	0.0313	(B) White
PGM2	4p14	8.45	8.79	1.05	1.13	-0.35	4.059e-3	0.0313	(B) White
PSMD3	17q21.1	11.82	11.68	0.46	0.41	0.14	4.065e-3	0.0314	(A) Asian
HSD17B12	11p11.2	10.70	10.93	0.68	0.77	-0.23	4.071e-3	0.0314	(B) White
BTBD19	1p34.1	3.05	3.48	1.35	1.34	-0.43	4.073e-3	0.0314	(B) White
PITPNM3	17p13.2-p13.1	3.20	3.75	1.64	1.84	-0.56	4.074e-3	0.0314	(B) White
PLP2	Xp11.23	9.58	9.10	1.58	1.44	0.48	4.076e-3	0.0314	(A) Asian
SMPD4	2q21.1	10.63	10.49	0.45	0.42	0.14	4.080e-3	0.0314	(A) Asian
CRYGS	3q27.3	4.75	4.36	1.34	1.05	0.39	4.083e-3	0.0314	(A) Asian
TESMIN	11q13.3	5.72	5.21	1.58	1.62	0.51	4.092e-3	0.0315	(A) Asian
PTAFR	1p35.3	3.89	4.39	1.60	1.55	-0.50	4.104e-3	0.0316	(B) White
APOA5	11q23.3	11.03	11.86	2.81	2.39	-0.84	4.112e-3	0.0316	(B) White
CARD6	5p13.1	7.04	7.43	1.27	1.22	-0.40	4.116e-3	0.0317	(B) White
MRPL17	11p15.4	9.95	9.75	0.62	0.62	0.20	4.119e-3	0.0317	(A) Asian
SGK2	20q13.12	9.28	9.67	1.47	0.94	-0.40	4.125e-3	0.0317	(B) White
INHBA	7p14.1	4.97	5.53	1.76	1.70	-0.55	4.142e-3	0.0318	(B) White
SYNPO2	4q26	7.10	7.57	1.46	1.44	-0.46	4.142e-3	0.0318	(B) White
ATP5F1C	10p14	12.54	12.37	0.53	0.53	0.17	4.145e-3	0.0318	(A) Asian
CIT	12q24.23	7.40	7.01	1.18	1.24	0.39	4.149e-3	0.0318	(A) Asian
ANKRD30B	18p11.21	0.14	0.34	0.52	0.70	-0.20	4.153e-3	0.0319	(B) White
RNF139	8q24.13	9.91	9.74	0.55	0.52	0.17	4.156e-3	0.0319	(A) Asian
CALCOCO1	12q13.13	10.08	10.28	0.61	0.60	-0.19	4.171e-3	0.0320	(B) White
HPN	19q13.11	12.99	13.46	1.79	1.02	-0.47	4.174e-3	0.0320	(B) White
DBNDD2	20q13.12	8.23	7.85	1.26	1.11	0.38	4.177e-3	0.0320	(A) Asian
CSNK1A1P1	15q14	0.99	1.33	0.87	1.21	-0.33	4.179e-3	0.0320	(B) White
PNPLA2	11p15.5	11.05	11.28	0.72	0.71	-0.23	4.186e-3	0.0320	(B) White
HIST4H4	12p12.3	2.18	2.49	0.97	0.99	-0.31	4.191e-3	0.0321	(B) White
TAOK1	17q11.2	6.18	6.62	1.38	1.38	-0.44	4.192e-3	0.0321	(B) White
SEC31A	4q21.22	11.78	11.94	0.51	0.51	-0.16	4.200e-3	0.0321	(B) White
SHROOM2	Xp22.2	7.33	7.91	2.11	1.43	-0.58	4.206e-3	0.0321	(B) White
RHBDD1	2q36.3	8.00	8.20	0.66	0.58	-0.20	4.206e-3	0.0321	(B) White
CCNE1	19q12	6.47	5.90	1.76	1.81	0.57	4.211e-3	0.0322	(A) Asian
CBX1	17q21.32	9.87	9.67	0.65	0.62	0.20	4.214e-3	0.0322	(A) Asian
KLHL26	19p13.11	7.06	7.34	0.91	0.81	-0.28	4.215e-3	0.0322	(B) White
TYW1B	7q11.22-q11.23	6.07	6.41	1.10	1.03	-0.34	4.232e-3	0.0323	(B) White
HCG18	6p22.1	8.11	7.87	0.71	0.81	0.24	4.239e-3	0.0323	(A) Asian
RCCD1	15q26.1	8.36	8.17	0.61	0.55	0.18	4.242e-3	0.0323	(A) Asian
PPFIA2	12q21.31	1.42	1.81	1.11	1.30	-0.38	4.249e-3	0.0324	(B) White
RAB43	3q21.3	9.15	9.37	0.69	0.65	-0.21	4.250e-3	0.0324	(B) White
FCER2	19p13.2	2.32	1.84	1.69	1.29	0.48	4.262e-3	0.0324	(A) Asian
PAXIP1-AS1	7q36.2	7.84	7.60	0.82	0.63	0.23	4.264e-3	0.0324	(A) Asian
PRTFDC1	10p12.1	5.71	5.24	1.52	1.41	0.47	4.266e-3	0.0324	(A) Asian
KLHDC2	14q21.3	10.41	10.62	0.67	0.63	-0.21	4.272e-3	0.0325	(B) White
MAPK9	5q35.3	9.88	9.71	0.54	0.48	0.16	4.285e-3	0.0326	(A) Asian
ENDOD1	11q21	7.63	8.07	1.44	1.29	-0.44	4.285e-3	0.0326	(B) White
MIMT1	19q13.43	0.96	0.58	1.37	1.04	0.39	4.288e-3	0.0326	(A) Asian
SSBP4	19p13.11	9.31	9.09	0.71	0.70	0.22	4.292e-3	0.0326	(A) Asian
SCML2	Xp22.13	6.33	5.94	1.22	1.22	0.39	4.315e-3	0.0327	(A) Asian
FAM221A	7p15.3	6.02	6.47	1.47	1.39	-0.46	4.316e-3	0.0327	(B) White
LOC90784	2p11.2	7.72	7.95	0.81	0.66	-0.24	4.318e-3	0.0327	(B) White
RPS19	19q13.2	14.18	13.87	0.99	0.94	0.31	4.325e-3	0.0328	(A) Asian
NFKBIA	14q13.2	11.36	11.59	0.70	0.75	-0.23	4.329e-3	0.0328	(B) White
NPAP1	15q11.2	0.24	0.46	0.51	0.84	-0.22	4.330e-3	0.0328	(B) White
NPM3	10q24.32	8.40	8.03	1.15	1.21	0.37	4.331e-3	0.0328	(A) Asian
DUSP1	5q35.1	11.78	12.20	1.30	1.34	-0.42	4.335e-3	0.0328	(B) White
GCC2	2q12.3	8.77	9.03	0.80	0.81	-0.26	4.337e-3	0.0328	(B) White
TRAPPC8	18q12.1	9.53	9.78	0.78	0.79	-0.25	4.341e-3	0.0328	(B) White
CPLANE1	5p13.2	6.84	7.18	1.21	0.91	-0.34	4.343e-3	0.0328	(B) White
NUP88	17p13.2	9.49	9.68	0.58	0.60	-0.19	4.347e-3	0.0329	(B) White
MOV10	1p13.2	11.04	10.87	0.56	0.51	0.17	4.350e-3	0.0329	(A) Asian
EIF2AK3	2p11.2	8.59	8.81	0.68	0.70	-0.22	4.359e-3	0.0329	(B) White
ZNF628	19q13.42	7.59	7.42	0.51	0.54	0.17	4.360e-3	0.0329	(A) Asian
FRG1BP	20q11.1	7.38	7.60	0.75	0.65	-0.22	4.362e-3	0.0329	(B) White
TIPRL	1q24.2	10.17	10.02	0.45	0.49	0.15	4.366e-3	0.0329	(A) Asian
KYAT3	1p22.2	8.53	8.72	0.63	0.62	-0.20	4.372e-3	0.0329	(B) White
SAMD10	20q13.33	7.56	7.31	0.69	0.84	0.24	4.372e-3	0.0329	(A) Asian
SMG1	16p12.3	10.18	10.40	0.72	0.68	-0.22	4.372e-3	0.0329	(B) White
TRNAU1AP	1p35.3	8.15	7.95	0.67	0.59	0.20	4.390e-3	0.0331	(A) Asian
TSFM	12q14.1	9.90	10.07	0.53	0.49	-0.16	4.405e-3	0.0332	(B) White
CFAP97	4q35.1	9.03	9.28	0.79	0.77	-0.25	4.413e-3	0.0332	(B) White
PTCD1	7q22.1	9.33	9.16	0.50	0.56	0.17	4.415e-3	0.0332	(A) Asian
GALNT7	4q34.1	5.40	5.92	1.59	1.71	-0.52	4.416e-3	0.0332	(B) White
CABYR	18q11.2	5.78	4.97	2.49	2.61	0.81	4.417e-3	0.0332	(A) Asian
GTF2H2	5q13.2	6.47	6.89	1.33	1.33	-0.42	4.432e-3	0.0333	(B) White
ZADH2	18q22.3	9.00	9.21	0.69	0.64	-0.21	4.433e-3	0.0333	(B) White
MKLN1	7q32.3	10.24	10.40	0.47	0.58	-0.17	4.436e-3	0.0333	(B) White
EIF4H	7q11.23	11.93	12.05	0.41	0.40	-0.13	4.447e-3	0.0334	(B) White
ULK1	12q24.33	10.53	10.72	0.59	0.61	-0.19	4.453e-3	0.0334	(B) White
UTP14C	13q14.3	9.14	9.36	0.71	0.72	-0.23	4.457e-3	0.0334	(B) White
TPTE2P6	13q12.12	0.45	0.74	0.76	1.03	-0.28	4.458e-3	0.0334	(B) White
MMADHC	2q23.2	10.77	10.93	0.46	0.55	-0.16	4.463e-3	0.0334	(B) White
CTAGE15	7q35	5.60	5.13	1.50	1.47	0.47	4.467e-3	0.0335	(A) Asian
STEAP3	2q14.2	10.67	11.16	1.51	1.57	-0.49	4.473e-3	0.0335	(B) White
SLC38A7	16q21	7.95	8.31	1.23	1.02	-0.36	4.481e-3	0.0335	(B) White
HIPK3	11p13	7.48	8.09	1.97	1.87	-0.61	4.485e-3	0.0336	(B) White
SMARCB1	22q11.23|22q11	10.46	10.28	0.63	0.52	0.18	4.494e-3	0.0336	(A) Asian
PTPRM	18p11.23	9.18	9.56	1.25	1.15	-0.38	4.503e-3	0.0337	(B) White
UBTF	17q21.31	11.36	11.25	0.36	0.35	0.11	4.513e-3	0.0337	(A) Asian
LENG1	19q13.42	8.04	7.84	0.61	0.63	0.20	4.527e-3	0.0338	(A) Asian
DLL1	6q27	6.10	6.60	1.46	1.67	-0.49	4.536e-3	0.0339	(B) White
GCK	7p13	2.82	3.94	3.30	3.83	-1.12	4.536e-3	0.0339	(B) White
SMYD4	17p13.3	7.43	7.62	0.63	0.56	-0.19	4.537e-3	0.0339	(B) White
COCH	14q12	6.56	5.63	2.89	2.99	0.93	4.541e-3	0.0339	(A) Asian
C10ORF12	10q24.1	5.37	5.62	0.83	0.80	-0.26	4.554e-3	0.0340	(B) White
SH2D4A	8p21.3	9.21	8.89	1.06	0.99	0.32	4.560e-3	0.0340	(A) Asian
DOCK6	19p13.2	9.49	9.68	0.61	0.60	-0.19	4.574e-3	0.0341	(B) White
PSMA6	14q13.2	11.49	11.34	0.52	0.47	0.16	4.576e-3	0.0341	(A) Asian
GNG7	19p13.3	7.28	7.72	1.44	1.30	-0.43	4.581e-3	0.0341	(B) White
PLA2G2F	1p36.12	0.13	0.31	0.38	0.70	-0.18	4.581e-3	0.0341	(B) White
TCERG1L	10q26.3	0.81	0.40	1.61	0.71	0.40	4.609e-3	0.0343	(A) Asian
NAP1L2	Xq13.2	3.93	4.67	2.45	2.23	-0.74	4.619e-3	0.0344	(B) White
SECISBP2L	15q21.1	9.18	9.46	0.86	0.92	-0.28	4.621e-3	0.0344	(B) White
LOC93622	4p16.1	8.25	8.01	0.70	0.84	0.24	4.629e-3	0.0344	(A) Asian
GANC	15q15.1	7.87	8.09	0.65	0.74	-0.22	4.631e-3	0.0344	(B) White
CASTOR1	22q12.2	6.81	7.13	1.06	0.97	-0.32	4.635e-3	0.0344	(B) White
INTS4	11q14.1	8.67	8.53	0.47	0.41	0.14	4.641e-3	0.0345	(A) Asian
MRGBP	20q13.33	8.99	8.80	0.59	0.62	0.19	4.648e-3	0.0345	(A) Asian
CXCL2	4q13.3	8.41	9.03	1.98	1.97	-0.62	4.650e-3	0.0345	(B) White
KCNK10	14q31.3	1.69	1.20	1.72	1.36	0.49	4.651e-3	0.0345	(A) Asian
UQCRH	1p33	11.23	11.01	0.72	0.69	0.22	4.657e-3	0.0345	(A) Asian
EDN2	1p34.2	2.15	2.72	1.71	1.90	-0.57	4.659e-3	0.0345	(B) White
TUSC3	8p22	5.70	6.45	2.47	2.28	-0.75	4.677e-3	0.0346	(B) White
MLC1	22q13.33	2.30	2.70	1.24	1.25	-0.39	4.678e-3	0.0346	(B) White
RIOK3	18q11.2	10.56	10.73	0.53	0.54	-0.17	4.683e-3	0.0347	(B) White
ATP11B	3q26.33	9.31	9.56	0.78	0.79	-0.25	4.691e-3	0.0347	(B) White
MAZ	16p11.2	12.22	12.05	0.54	0.56	0.17	4.697e-3	0.0347	(A) Asian
KCMF1	2p11.2	10.36	10.26	0.33	0.33	0.10	4.697e-3	0.0347	(A) Asian
CDRT15P1	17p12	1.97	2.30	1.04	1.08	-0.33	4.701e-3	0.0348	(B) White
NDUFB11	Xp11.3	11.63	11.39	0.77	0.71	0.23	4.706e-3	0.0348	(A) Asian
MRPL11	11q13.2	10.12	9.93	0.61	0.58	0.19	4.709e-3	0.0348	(A) Asian
SYNC	1p35.1	6.06	5.17	2.99	2.63	0.89	4.713e-3	0.0348	(A) Asian
C10ORF90	10q26.2	0.92	1.52	1.55	2.25	-0.60	4.716e-3	0.0348	(B) White
NFASC	1q32.1	6.60	7.08	1.55	1.55	-0.49	4.722e-3	0.0348	(B) White
GPKOW	Xp11.23	9.46	9.31	0.47	0.47	0.15	4.731e-3	0.0349	(A) Asian
TPD52L2	20q13.33	11.09	10.91	0.56	0.56	0.18	4.731e-3	0.0349	(A) Asian
MCCC1	3q27.1	9.94	10.19	0.74	0.82	-0.24	4.732e-3	0.0349	(B) White
ALG3	3q27.1	11.15	10.97	0.55	0.58	0.18	4.733e-3	0.0349	(A) Asian
CPEB3	10q23.32	7.33	7.71	1.11	1.33	-0.38	4.733e-3	0.0349	(B) White
FEM1B	15q23	10.02	10.20	0.51	0.65	-0.18	4.739e-3	0.0349	(B) White
PCDHGA2	5q31.3	3.67	4.43	2.41	2.39	-0.75	4.744e-3	0.0349	(B) White
MORC3	21q22.12	8.63	8.87	0.74	0.80	-0.24	4.750e-3	0.0349	(B) White
C1R	12p13.31	14.11	14.49	1.21	1.24	-0.38	4.755e-3	0.0350	(B) White
MYSM1	1p32.1	4.77	5.18	1.29	1.32	-0.41	4.758e-3	0.0350	(B) White
EIF2B5	3q27.1	10.20	10.09	0.37	0.35	0.11	4.759e-3	0.0350	(A) Asian
AKR7A2P1	1p13.2	2.24	2.60	1.18	1.06	-0.35	4.763e-3	0.0350	(B) White
HBA1	16p13.3	5.12	6.00	2.87	2.73	-0.88	4.765e-3	0.0350	(B) White
CREBBP	16p13.3	10.45	10.63	0.59	0.56	-0.18	4.769e-3	0.0350	(B) White
TK1	17q25.3	9.70	9.31	1.21	1.23	0.38	4.772e-3	0.0350	(A) Asian
TTC30A	2q31.2	6.73	7.01	0.91	0.87	-0.28	4.778e-3	0.0350	(B) White
RGMB	5q15	7.75	8.12	1.08	1.26	-0.37	4.779e-3	0.0350	(B) White
MOB1A	2p13.1	8.11	8.36	0.81	0.79	-0.25	4.781e-3	0.0350	(B) White
SEC11A	15q25.2-q25.3	11.32	11.17	0.47	0.46	0.15	4.781e-3	0.0350	(A) Asian
TRIM9	14q22.1	3.32	4.06	2.16	2.55	-0.74	4.788e-3	0.0351	(B) White
SRGN	10q22.1	9.08	9.45	1.23	1.11	-0.37	4.790e-3	0.0351	(B) White
ADSSL1	14q32.33	7.70	8.15	1.44	1.44	-0.45	4.798e-3	0.0351	(B) White
GC	4q13.3	15.36	15.91	2.01	1.40	-0.55	4.799e-3	0.0351	(B) White
KLRD1	12p13.2	3.52	3.98	1.46	1.48	-0.46	4.802e-3	0.0351	(B) White
MAMSTR	19q13.33	4.39	3.97	1.43	1.27	0.43	4.804e-3	0.0351	(A) Asian
AGAP7P	10q11.22	3.13	3.42	0.85	1.00	-0.29	4.817e-3	0.0352	(B) White
CCDC66	3p14.3	7.06	6.88	0.56	0.58	0.18	4.818e-3	0.0352	(A) Asian
WASH5P	19p13.3	7.87	7.64	0.70	0.77	0.23	4.823e-3	0.0352	(A) Asian
LY6E	8q24.3	10.95	10.29	2.14	2.07	0.66	4.823e-3	0.0352	(A) Asian
GNA12	7p22.3-p22.2	9.85	10.08	0.79	0.63	-0.23	4.823e-3	0.0352	(B) White
KRT83	12q13.13	0.32	0.62	0.73	1.15	-0.30	4.827e-3	0.0352	(B) White
FAM50A	Xq28	11.09	10.82	0.85	0.87	0.27	4.831e-3	0.0352	(A) Asian
C1ORF131	1q42.2	8.48	8.26	0.67	0.71	0.22	4.832e-3	0.0352	(A) Asian
FAM228B	2p23.3	5.62	5.23	1.30	1.18	0.39	4.833e-3	0.0352	(A) Asian
NEO1	15q24.1	9.29	9.56	0.87	0.83	-0.27	4.838e-3	0.0352	(B) White
UFD1	22q11.21	10.79	10.63	0.53	0.54	0.17	4.848e-3	0.0353	(A) Asian
CYSLTR1	Xq21.1	3.13	3.51	1.25	1.19	-0.38	4.856e-3	0.0354	(B) White
AOAH	7p14.2	5.68	6.18	1.69	1.47	-0.50	4.860e-3	0.0354	(B) White
TGIF2	20q11.23	9.16	8.88	0.87	0.90	0.28	4.868e-3	0.0354	(A) Asian
ZNF689	16p11.2	6.38	6.78	1.30	1.22	-0.39	4.870e-3	0.0354	(B) White
OCLNP1	5q13.2	1.19	1.73	1.71	1.74	-0.54	4.877e-3	0.0355	(B) White
CLIC5	6p21.1	5.31	5.81	1.60	1.57	-0.50	4.881e-3	0.0355	(B) White
SPRR3	1q21.3	0.37	0.79	1.14	1.56	-0.42	4.885e-3	0.0355	(B) White
EFNA4	1q21.3	8.13	7.86	0.85	0.94	0.28	4.885e-3	0.0355	(A) Asian
MIEN1	17q12	10.38	10.18	0.63	0.59	0.19	4.902e-3	0.0356	(A) Asian
BBOX1	11p14.2	5.99	6.91	3.05	2.82	-0.92	4.910e-3	0.0356	(B) White
CTDSP2	12q14.1	11.53	11.71	0.61	0.57	-0.18	4.911e-3	0.0356	(B) White
NTAN1	16p13.11	9.53	9.29	0.78	0.75	0.24	4.916e-3	0.0356	(A) Asian
KLC3	19q13.32	4.29	3.76	1.77	1.63	0.53	4.922e-3	0.0357	(A) Asian
SORL1	11q24.1	10.54	10.95	1.23	1.43	-0.41	4.942e-3	0.0358	(B) White
PPIP5K2	5q21.1	9.09	9.30	0.64	0.66	-0.20	4.944e-3	0.0358	(B) White
IMPDH2	3p21.31	11.38	11.14	0.72	0.81	0.24	4.947e-3	0.0358	(A) Asian
PTF1A	10p12.2	0.62	0.24	1.53	0.71	0.38	4.948e-3	0.0358	(A) Asian
PPP2R5E	14q23.2	8.35	8.57	0.70	0.72	-0.22	4.962e-3	0.0359	(B) White
PVALB	22q12.3	0.83	1.22	1.00	1.51	-0.39	4.964e-3	0.0359	(B) White
SCG3	15q21.2	1.50	0.99	1.81	1.37	0.51	4.964e-3	0.0359	(A) Asian
UBE3B	12q24.11	9.92	10.05	0.44	0.39	-0.13	4.977e-3	0.0360	(B) White
LOC374443	12p13.31	5.46	5.10	1.12	1.17	0.36	4.980e-3	0.0360	(A) Asian
FAM168A	11q13.4	6.03	6.44	1.35	1.25	-0.41	4.985e-3	0.0360	(B) White
SBF2	11p15.4	8.98	9.26	0.93	0.83	-0.28	4.987e-3	0.0360	(B) White
DAND5	19p13.13	1.89	1.49	1.34	1.23	0.40	4.988e-3	0.0360	(A) Asian
SMOC2	6q27	6.83	7.41	1.90	1.81	-0.58	4.988e-3	0.0360	(B) White
IPO8	12p11.21	9.94	10.09	0.46	0.45	-0.14	4.991e-3	0.0360	(B) White
ASB15	7q31.32	0.37	0.70	0.67	1.37	-0.33	5.002e-3	0.0361	(B) White
PKN1	19p13.12	11.51	11.23	0.93	0.90	0.29	5.003e-3	0.0361	(A) Asian
ANP32C	4q32.3	1.31	1.54	0.79	0.72	-0.24	5.008e-3	0.0361	(B) White
ABCB8	7q36.1	10.14	10.34	0.59	0.68	-0.20	5.009e-3	0.0361	(B) White
WNT2	7q31.2	1.56	2.21	1.88	2.27	-0.65	5.011e-3	0.0361	(B) White
DNAJC6	1p31.3	6.09	6.59	1.57	1.70	-0.51	5.025e-3	0.0362	(B) White
RNF181	2p11.2	11.20	10.97	0.74	0.70	0.23	5.028e-3	0.0362	(A) Asian
BHLHE40	3p26.1	11.37	11.70	1.05	1.04	-0.33	5.035e-3	0.0362	(B) White
EPCAM	2p21	6.89	5.58	4.47	3.91	1.31	5.054e-3	0.0363	(A) Asian
SGCD	5q33.2-q33.3	4.11	4.80	2.19	2.24	-0.69	5.055e-3	0.0363	(B) White
CSNK2A2	16q21	8.57	8.75	0.63	0.51	-0.18	5.070e-3	0.0364	(B) White
CYP4F3	19p13.12	10.37	11.00	2.23	1.76	-0.63	5.071e-3	0.0364	(B) White
LMTK2	7q21.3	7.22	7.70	1.63	1.44	-0.48	5.079e-3	0.0365	(B) White
UBE2G1	17p13.2	9.80	9.96	0.53	0.49	-0.16	5.084e-3	0.0365	(B) White
AFDN	6q27	10.85	11.09	0.77	0.78	-0.24	5.086e-3	0.0365	(B) White
WNT8B	10q24.31	0.49	0.77	0.71	1.09	-0.28	5.089e-3	0.0365	(B) White
SYPL2	1p13.3	6.52	7.21	2.27	2.15	-0.69	5.092e-3	0.0365	(B) White
SLIT2	4p15.31	3.43	4.15	2.36	2.30	-0.73	5.092e-3	0.0365	(B) White
IGLON5	19q13.41	3.54	2.94	2.03	1.83	0.60	5.097e-3	0.0365	(A) Asian
